length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
95,77,24,112.4,57.8,18.1,30.6,0,0,1,8
68,50,15,35.7,13.3,9.1,9.0,0,1,0,5
77,57,21,58.1,24.3,13.7,17.5,0,0,1,12
131,100,36,283.1,101.6,62.8,89.0,1,0,0,18
49,35,11,15.7,8.0,3.6,4.0,0,1,0,5
112,90,37,214.0,76.1,35.0,82.0,0,0,1,19
102,78,25,131.3,52.4,36.7,35.0,0,0,1,10
61,45,14,29.7,11.7,6.7,9.0,1,0,0,7
32,24,4,3.6,1.5,0.9,1.0,0,1,0,4
116,89,27,162.8,75.5,38.3,44.0,0,0,1,9
135,109,39,346.9,136.9,73.9,121.0,1,0,0,20
73,54,17,41.0,15.6,9.7,14.0,0,1,0,7
130,99,32,260.8,114.0,62.4,74.5,0,0,1,9
95,80,23,108.2,37.2,20.5,42.0,1,0,0,13
127,105,36,273.9,126.8,63.6,72.6,1,0,0,11
120,93,40,251.8,128.1,39.7,71.4,0,0,1,9
38,26,9,5.3,1.8,1.0,1.8,0,1,0,5
98,74,22,107.6,54.2,20.7,27.8,0,1,0,8
129,100,30,231.8,93.5,67.1,62.0,1,0,0,9
114,88,25,173.0,73.5,34.5,54.0,1,0,0,12
83,65,23,69.1,28.1,15.3,22.0,1,0,0,9
75,57,19,50.6,19.2,11.5,18.5,0,0,1,9
106,85,31,158.1,61.4,34.2,51.9,0,0,1,9
99,77,27,132.5,60.1,32.7,37.0,1,0,0,11
120,94,38,226.9,98.4,51.9,67.5,1,0,0,10
140,110,39,324.9,135.0,69.4,107.0,0,0,1,13
85,64,20,61.1,25.2,12.0,21.2,0,1,0,7
76,64,23,129.5,64.6,26.5,32.8,1,0,0,7
83,65,20,93.3,45.7,21.3,22.8,0,1,0,7
63,46,16,27.5,10.9,6.2,8.9,0,1,0,5
87,67,22,76.0,33.9,17.2,22.0,1,0,0,9
121,95,35,240.2,107.9,55.0,61.8,0,0,1,10
86,63,23,76.8,37.7,14.3,22.0,0,1,0,8
97,69,32,173.8,61.7,37.0,63.8,0,1,0,9
67,53,19,39.5,15.9,7.5,14.0,0,0,1,9
133,114,37,304.4,139.3,60.5,81.0,1,0,0,13
150,122,47,501.7,246.4,103.8,122.4,1,0,0,14
134,100,40,253.8,115.2,59.7,70.2,0,0,1,11
118,81,30,170.6,65.2,52.3,49.0,0,0,1,9
95,74,25,131.0,53.2,34.5,37.0,0,0,1,10
120,95,35,222.0,102.1,51.2,57.0,0,0,1,9
67,52,18,39.3,17.5,8.2,11.2,0,1,0,7
64,50,16,31.3,11.4,6.8,12.0,0,1,0,9
140,111,40,371.6,146.0,73.3,119.0,0,0,1,11
80,60,23,63.6,26.7,14.5,18.7,0,1,0,6
105,80,28,144.1,73.7,29.0,34.7,0,0,1,8
118,95,33,215.4,90.9,48.8,61.9,0,0,1,9
92,67,22,88.8,45.0,14.9,22.0,0,1,0,8
121,95,30,230.0,115.0,46.4,59.4,0,0,1,10
137,106,34,312.0,129.4,76.6,93.0,0,0,1,11
113,90,33,195.3,64.4,48.8,74.0,1,0,0,12
100,76,22,112.1,56.0,21.2,30.0,0,1,0,9
124,94,30,261.8,117.4,88.1,65.0,0,0,1,9
114,90,27,204.0,109.2,40.8,50.0,0,0,1,9
134,109,40,340.5,166.6,74.8,82.0,0,0,1,11
77,60,25,68.6,34.1,14.7,16.2,0,1,0,7
95,74,22,97.9,43.7,21.4,29.2,0,0,1,8
100,75,25,113.9,51.8,24.8,31.4,0,1,0,7
90,71,22,91.7,38.8,13.4,28.0,0,1,0,8
66,53,17,39.2,15.5,6.1,8.9,0,1,0,6
115,87,27,198.4,86.4,44.5,47.8,0,0,1,10
126,98,32,218.0,81.4,44.8,70.8,0,0,1,12
93,71,24,116.1,51.0,18.3,36.8,0,1,0,8
140,109,26,311.2,134.5,74.8,39.0,1,0,0,12
71,54,20,45.1,22.0,8.4,12.8,0,1,0,7
105,88,30,168.5,73.7,39.7,48.0,1,0,0,12
125,98,33,225.4,95.4,47.3,63.7,1,0,0,9
90,71,24,82.4,22.9,13.3,32.0,0,1,0,19
67,44,14,34.0,15.2,7.3,10.0,1,0,0,6
100,75,30,127.2,50.7,29.0,38.0,0,0,1,10
97,71,26,116.2,49.0,26.4,33.6,0,1,0,12
127,100,36,230.8,88.1,46.3,77.4,0,0,1,9
115,93,24,210.7,103.2,43.7,47.0,0,0,1,9
114,89,32,202.9,103.2,32.8,60.0,0,0,1,10
115,86,26,148.5,57.9,40.1,44.0,0,1,0,8
112,91,31,159.4,68.0,38.0,48.5,0,0,1,11
111,88,30,167.6,83.1,29.2,46.0,0,0,1,8
102,81,26,119.8,61.3,23.1,29.7,0,1,0,8
110,87,28,150.7,65.7,31.1,46.5,0,1,0,10
98,77,25,129.8,64.0,24.8,33.9,0,0,1,8
95,72,24,115.6,56.5,24.0,34.0,0,0,1,8
104,78,28,146.5,48.3,28.8,52.0,0,1,0,19
82,61,19,52.5,20.0,10.3,18.0,0,1,0,6
104,80,26,124.9,43.0,41.3,34.0,1,0,0,15
113,90,33,177.4,74.0,47.8,49.8,1,0,0,11
82,62,18,66.7,32.7,12.2,18.2,0,1,0,6
109,90,30,195.6,67.3,38.1,60.0,0,0,1,11
76,60,18,64.3,30.9,15.0,19.0,1,0,0,9
126,99,36,262.0,99.0,59.0,93.9,0,0,1,10
118,95,31,194.3,74.2,47.0,56.0,1,0,0,11
60,44,13,23.9,10.4,3.1,7.0,0,1,0,5
79,60,21,67.5,28.7,15.1,19.6,1,0,0,12
126,99,40,285.1,131.8,67.2,76.0,1,0,0,11
118,88,27,193.2,87.8,42.9,52.1,0,0,1,10
124,99,34,212.4,74.4,42.6,68.0,1,0,0,11
103,80,34,159.2,51.6,35.1,56.0,1,0,0,16
153,120,44,460.4,201.4,101.8,124.1,0,0,1,12
104,82,23,161.4,57.1,35.8,47.0,1,0,0,12
109,89,30,160.0,70.7,32.6,41.4,1,0,0,9
72,54,20,43.4,17.7,9.9,14.3,0,0,1,6
42,34,9,9.5,3.8,2.2,2.6,0,1,0,5
122,98,34,235.5,113.1,47.7,59.0,1,0,0,15
90,72,25,99.9,40.7,20.0,34.0,1,0,0,13
103,85,29,187.3,99.4,36.2,43.7,0,0,1,8
111,87,29,184.1,80.8,45.5,51.0,0,0,1,8
125,98,35,266.5,114.1,54.2,81.0,0,0,1,10
78,58,25,61.1,24.2,16.4,18.0,1,0,0,7
140,115,41,354.6,121.0,89.4,107.6,1,0,0,13
102,75,22,116.1,57.3,23.6,29.6,1,0,0,7
104,80,29,155.3,70.5,36.9,37.0,0,0,1,9
119,91,30,177.2,86.3,40.2,44.6,0,0,1,10
77,58,18,46.4,17.1,9.9,16.0,0,1,0,7
102,76,23,103.1,43.0,22.7,33.2,0,1,0,8
116,91,34,186.0,81.6,51.8,44.0,0,0,1,9
114,92,30,207.5,108.3,40.7,50.0,0,0,1,9
104,82,34,174.1,74.7,43.8,50.0,1,0,0,14
124,92,34,225.4,107.0,52.7,59.2,0,0,1,7
124,96,34,220.9,107.0,50.0,57.4,1,0,0,10
35,26,11,6.3,2.1,1.3,2.5,0,1,0,5
76,57,20,53.3,23.0,12.2,15.0,0,0,1,11
117,95,37,171.5,69.3,35.7,55.0,1,0,0,12
128,97,30,219.6,103.9,44.4,63.5,0,0,1,10
122,90,30,174.2,81.4,36.7,50.0,0,0,1,10
116,93,29,197.3,94.0,43.1,50.0,1,0,0,11
47,32,8,9.6,3.7,3.6,3.0,0,1,0,5
144,113,38,416.2,216.3,86.1,100.6,0,0,1,11
128,104,40,281.4,113.2,60.8,91.0,0,0,1,17
67,50,15,36.5,14.1,8.8,11.0,0,1,0,7
134,117,32,261.8,108.9,58.9,82.6,1,0,0,10
88,69,26,89.9,41.8,16.7,26.8,0,1,0,6
120,93,31,252.4,124.9,49.1,66.0,0,0,1,10
99,79,25,108.3,47.5,26.9,31.0,0,0,1,9
99,76,27,101.9,41.3,23.3,33.0,0,1,0,8
125,96,34,271.1,134.2,53.6,67.7,0,0,1,10
92,72,28,89.4,32.2,17.4,32.0,0,1,0,9
118,94,30,172.2,82.6,32.8,49.8,0,0,1,8
121,103,34,257.8,120.0,58.9,66.3,1,0,0,9
103,83,28,138.7,62.3,30.4,40.0,1,0,0,10
141,110,34,243.8,127.9,47.2,60.2,1,0,0,9
118,97,31,215.7,90.7,48.7,62.0,0,0,1,9
72,53,17,37.3,13.5,7.4,12.3,0,1,0,7
144,115,39,430.1,214.9,76.4,117.0,1,0,0,10
117,91,30,181.2,81.9,46.0,46.7,0,0,1,8
97,73,28,123.9,51.9,28.9,35.4,1,0,0,14
107,80,27,120.5,57.9,24.2,30.8,0,1,0,9
113,92,31,174.3,75.1,43.0,50.0,0,1,0,10
81,58,18,56.5,22.4,15.0,16.3,0,1,0,7
95,72,25,89.4,33.9,16.2,28.0,1,0,0,9
90,72,21,94.3,40.7,18.7,29.8,1,0,0,9
111,90,35,147.6,60.8,35.1,44.0,0,1,0,9
109,90,32,172.3,58.5,30.9,73.0,0,0,1,16
52,38,15,18.9,8.9,4.0,6.0,0,0,1,6
107,90,27,145.6,56.9,36.9,53.0,0,1,0,9
92,72,25,109.4,43.3,22.1,38.0,0,0,1,8
106,82,25,153.8,69.2,34.6,43.0,0,0,1,9
132,109,37,264.0,106.1,52.7,91.0,0,0,1,16
125,100,30,190.6,68.9,44.7,61.0,1,0,0,15
105,86,33,143.4,57.8,34.9,39.0,1,0,0,10
97,79,32,132.0,49.5,25.6,47.0,1,0,0,14
104,90,30,179.0,72.3,37.2,47.0,0,0,1,14
110,90,29,148.2,59.0,28.7,53.3,1,0,0,10
69,54,22,42.7,16.4,10.9,14.0,0,1,0,7
90,66,20,82.2,38.9,20.0,19.6,0,1,0,6
93,76,27,115.8,41.6,21.9,44.0,1,0,0,14
110,86,30,168.0,79.0,39.0,44.6,1,0,0,8
52,41,14,19.4,8.3,3.8,6.1,0,1,0,4
134,104,38,327.7,162.3,73.8,78.2,0,0,1,9
112,91,33,172.0,80.3,33.9,49.0,0,0,1,11
144,113,40,357.4,143.6,77.0,105.8,0,0,1,11
143,110,38,400.9,209.3,81.4,101.5,0,0,1,12
35,27,8,6.1,2.2,1.5,2.0,0,0,1,5
129,102,38,272.6,114.6,72.4,72.0,1,0,0,10
142,113,41,439.6,202.4,104.5,109.5,0,0,1,11
124,103,31,265.1,133.7,52.1,67.0,1,0,0,12
130,97,28,235.0,95.0,48.7,43.0,0,0,1,8
92,70,24,103.0,44.8,21.6,31.3,0,0,1,10
132,99,39,325.5,118.8,71.9,97.0,0,0,1,10
114,88,19,165.4,67.9,44.3,47.0,0,0,1,8
124,102,35,256.3,114.3,47.7,78.0,0,0,1,10
83,62,20,56.1,22.8,11.3,19.5,0,1,0,6
126,100,37,272.4,115.7,62.5,76.8,0,0,1,10
81,62,20,77.0,34.6,18.3,22.0,0,0,1,7
83,63,20,72.9,35.3,15.9,19.0,0,1,0,8
107,84,30,147.3,55.7,37.2,43.0,1,0,0,14
82,62,18,67.8,31.0,13.9,18.0,0,1,0,7
110,87,33,160.8,68.0,38.8,48.8,0,1,0,8
114,84,28,174.9,83.2,33.0,50.0,0,0,1,8
55,40,14,19.2,7.4,4.5,6.0,0,1,0,6
100,80,25,119.5,54.0,25.5,33.2,0,0,1,9
62,47,14,30.2,12.6,8.1,9.0,0,1,0,6
137,109,41,358.5,162.9,83.2,92.2,0,0,1,9
140,105,35,351.7,174.9,72.3,94.0,0,0,1,10
93,72,26,105.3,42.1,23.7,33.0,0,0,1,10
104,79,23,128.9,63.1,24.9,37.2,0,1,0,11
125,100,35,211.3,92.3,51.6,61.0,0,0,1,10
71,53,17,40.2,13.8,10.6,13.9,0,0,1,8
120,99,37,222.9,101.1,52.7,73.4,0,0,1,11
89,71,22,88.3,36.1,20.7,30.1,0,0,1,10
91,74,22,102.8,47.7,24.7,25.2,0,1,0,8
88,66,27,104.4,34.0,18.1,39.0,0,1,0,16
133,105,36,315.7,135.6,45.8,91.2,1,0,0,14
123,95,35,220.6,92.7,61.9,54.5,0,0,1,10
84,68,25,89.9,33.0,22.5,28.8,0,0,1,11
46,35,13,12.9,5.2,2.1,4.0,0,1,0,5
98,76,28,152.1,49.0,33.4,37.0,0,0,1,10
68,51,17,40.8,19.4,4.2,10.0,1,0,0,6
114,88,28,190.7,75.7,40.2,61.0,1,0,0,17
149,117,38,393.2,168.7,87.4,117.1,1,0,0,18
103,79,25,111.2,53.9,19.2,34.0,0,1,0,8
132,104,38,311.6,151.0,59.6,80.0,0,0,1,10
113,88,27,166.0,78.6,34.7,47.6,1,0,0,9
105,78,27,120.1,45.3,26.2,42.0,1,0,0,16
75,57,20,47.8,21.0,11.1,14.0,0,1,0,8
74,56,17,39.6,16.1,9.1,11.6,0,1,0,5
116,92,32,212.6,102.6,54.1,52.5,0,0,1,9
128,103,41,306.7,132.7,66.9,80.5,1,0,0,9
107,82,30,162.1,69.0,37.4,48.0,0,0,1,11
114,92,28,190.7,89.3,41.3,49.0,0,0,1,12
131,104,36,298.4,143.7,72.0,71.0,0,0,1,11
114,92,34,180.7,81.5,38.7,42.8,0,0,1,7
114,92,31,200.1,90.8,41.0,53.0,0,0,1,11
117,92,33,222.7,116.5,46.9,54.8,0,0,1,10
135,110,38,310.2,142.1,73.7,82.4,1,0,0,13
112,88,26,165.1,48.5,40.4,57.0,0,0,1,10
116,94,30,181.4,88.8,37.1,48.9,0,1,0,11
132,106,34,278.1,118.1,42.4,90.6,0,0,1,15
132,103,36,304.6,108.0,67.3,111.0,1,0,0,16
125,98,40,276.5,117.9,57.0,76.2,1,0,0,11
54,38,12,19.8,8.9,3.4,6.0,0,1,0,5
93,70,27,125.3,51.8,28.9,35.0,1,0,0,8
86,70,22,81.2,33.5,16.2,27.0,0,0,1,10
123,101,38,280.6,134.3,58.5,73.0,0,0,1,8
108,84,24,162.3,78.4,29.1,44.7,0,0,1,9
104,76,27,116.5,50.1,31.3,35.0,0,0,1,8
121,94,32,234.7,99.5,48.1,69.0,0,0,1,12
80,63,21,57.4,22.7,7.4,22.6,0,0,1,10
71,52,17,38.1,16.2,9.7,11.0,0,0,1,6
120,100,32,203.0,79.9,34.7,66.0,0,0,1,19
129,100,38,311.9,148.2,74.3,76.9,0,0,1,14
90,72,25,101.3,44.4,21.0,32.0,1,0,0,10
87,65,21,67.0,27.2,13.0,23.0,0,1,0,8
100,78,25,116.6,58.8,26.4,32.1,0,1,0,8
62,49,19,30.0,10.5,6.8,9.6,0,0,1,7
102,78,27,126.7,46.2,35.8,40.0,1,0,0,9
92,74,22,79.3,29.7,17.1,29.1,0,1,0,8
95,72,28,102.7,48.2,20.9,31.0,0,0,1,8
106,81,30,166.3,70.4,37.4,50.5,0,0,1,10
115,89,32,183.5,90.0,38.7,48.0,0,1,0,9
90,67,28,92.5,32.8,15.2,30.0,0,0,1,14
69,51,19,38.9,18.5,7.4,11.0,0,1,0,6
119,94,35,198.2,76.4,47.9,100.0,0,0,1,12
146,119,46,565.1,229.3,83.8,179.4,0,0,1,17
103,77,25,122.3,63.5,25.3,30.0,0,1,0,8
120,94,30,184.4,72.6,38.8,61.0,1,0,0,10
110,76,33,241.0,108.6,58.8,66.9,1,0,0,10
111,80,26,141.5,66.4,31.7,36.0,0,0,1,7
58,43,12,22.3,10.6,3.7,6.4,0,1,0,5
123,94,31,240.0,101.7,64.0,58.4,0,0,1,8
117,93,28,181.6,76.2,32.3,63.0,1,0,0,13
116,91,24,214.7,95.8,54.7,53.0,1,0,0,10
91,70,21,83.2,32.5,19.4,29.0,0,0,1,11
78,62,17,68.8,36.2,13.9,15.8,0,1,0,7
118,91,31,177.1,77.6,37.6,55.0,0,0,1,10
124,96,36,226.1,105.7,53.1,61.2,0,1,0,12
142,108,41,316.1,160.4,57.4,87.0,1,0,0,10
120,91,34,238.3,139.2,47.9,48.0,0,0,1,8
110,88,31,183.1,72.9,39.0,50.0,0,0,1,8
139,112,44,366.8,169.1,84.4,91.0,1,0,0,11
73,54,15,44.3,19.0,8.9,14.0,0,1,0,6
112,90,31,182.5,71.9,54.2,70.0,0,0,1,10
67,52,20,38.4,15.7,11.7,14.0,0,1,0,8
127,96,29,236.2,133.0,45.8,45.0,0,0,1,10
118,94,32,241.2,95.8,48.5,61.8,0,0,1,8
125,95,32,216.9,100.1,47.1,62.1,0,0,1,10
109,82,29,174.6,60.7,39.2,62.0,0,0,1,18
72,59,21,48.2,17.3,10.6,19.0,0,0,1,8
93,70,24,104.1,40.3,32.5,37.0,0,0,1,11
116,92,26,184.2,71.4,36.2,58.0,0,0,1,13
109,84,33,178.7,84.7,43.9,45.6,0,1,0,8
106,85,26,140.4,59.5,27.9,44.0,0,0,1,9
133,105,36,285.8,134.3,58.0,80.0,0,0,1,12
43,33,11,11.8,5.3,2.5,3.7,0,1,0,5
72,52,18,35.7,12.9,7.4,15.0,0,1,0,7
134,105,36,332.3,160.1,72.9,86.0,0,0,1,10
140,110,34,336.8,150.7,65.3,64.0,1,0,0,11
110,81,30,184.7,82.4,42.7,48.0,0,0,1,7
80,60,25,83.4,38.2,18.0,23.5,0,0,1,9
116,89,30,171.6,80.0,31.2,50.6,1,0,0,8
127,99,35,242.2,141.4,54.5,64.6,1,0,0,9
81,61,19,69.7,29.1,17.9,20.0,1,0,0,9
110,86,25,184.6,80.7,35.0,56.6,1,0,0,8
122,100,33,254.3,98.3,37.0,98.0,0,0,1,12
122,96,38,259.1,104.3,64.5,73.0,1,0,0,12
122,94,35,242.8,106.3,56.7,65.0,0,0,1,10
81,60,21,60.8,29.1,12.2,16.1,0,1,0,6
120,95,46,231.4,104.4,44.7,72.0,0,0,1,11
125,103,30,248.3,104.7,61.3,72.0,1,0,0,15
90,70,29,105.0,41.7,20.0,33.1,0,1,0,15
56,42,15,23.9,10.6,5.3,6.0,0,1,0,6
120,95,32,232.8,100.9,52.7,67.0,0,0,1,12
102,82,31,256.5,113.8,58.2,75.9,0,0,1,9
131,109,37,351.8,137.3,62.6,109.4,1,0,0,11
66,48,15,32.6,14.9,6.6,9.6,0,1,0,6
127,100,36,262.4,105.8,49.7,97.0,1,0,0,18
128,99,34,227.8,107.9,56.4,57.0,0,0,1,10
134,104,33,278.0,142.2,57.3,60.0,0,0,1,11
133,104,35,274.5,121.2,64.0,79.0,0,0,1,12
98,80,29,132.7,42.0,25.9,50.3,1,0,0,13
100,73,25,105.6,45.8,20.6,32.9,0,1,0,9
107,82,24,136.7,62.5,33.1,31.8,0,0,1,8
104,81,28,135.3,57.3,29.2,41.0,0,1,0,15
124,96,33,214.5,96.3,47.0,62.4,0,0,1,9
101,76,26,131.2,45.4,35.7,44.0,0,0,1,13
120,95,34,217.6,98.1,49.5,62.0,1,0,0,10
94,69,23,97.7,40.1,21.6,33.2,0,1,0,11
115,91,29,233.0,116.2,45.5,60.0,0,0,1,14
99,76,27,125.9,52.6,28.5,43.0,0,0,1,12
50,35,12,12.7,5.5,1.6,4.0,0,1,0,4
102,80,28,130.3,49.1,33.3,37.0,0,0,1,10
120,95,35,268.9,109.8,57.5,72.0,0,0,1,11
113,88,37,181.8,68.8,46.5,51.0,0,0,1,15
130,100,38,292.8,128.3,67.8,84.9,1,0,0,9
72,53,15,35.7,15.7,7.0,10.8,0,1,0,6
112,89,36,180.6,71.5,40.9,59.0,1,0,0,9
140,106,38,263.7,109.6,46.6,84.0,0,0,1,18
105,81,23,144.0,62.1,38.3,40.0,1,0,0,14
119,92,28,170.4,84.3,45.1,45.4,0,0,1,9
118,87,33,195.3,90.5,47.9,47.0,0,0,1,9
124,94,28,206.5,72.1,44.8,72.0,1,0,0,15
105,82,35,174.8,71.7,41.4,41.0,0,1,0,18
114,93,31,174.4,64.9,47.8,57.0,1,0,0,14
101,77,21,110.5,47.8,24.9,31.1,0,0,1,9
98,74,23,108.2,34.2,23.5,37.0,1,0,0,11
83,62,21,71.9,33.4,16.6,18.3,0,1,0,6
87,70,22,76.8,28.6,20.1,25.0,1,0,0,13
100,81,28,134.7,53.0,24.8,50.0,1,0,0,18
107,83,34,175.8,59.0,39.3,57.0,1,0,0,10
117,93,33,187.1,80.7,45.5,51.8,1,0,0,9
82,65,21,72.7,31.8,15.4,24.0,1,0,0,10
124,103,35,244.2,107.0,48.2,79.0,0,0,1,13
66,51,19,34.4,13.2,5.1,12.0,0,1,0,6
66,46,16,28.0,11.3,7.3,9.2,0,1,0,7
63,47,11,30.2,13.0,5.4,7.8,0,1,0,6
112,87,27,144.0,65.8,20.6,50.2,0,1,0,11
50,37,13,13.7,5.9,2.8,4.5,0,1,0,5
90,67,28,95.6,37.3,23.0,32.0,0,0,1,11
121,101,36,286.8,145.7,52.8,86.2,1,0,0,11
90,71,23,95.6,36.0,23.7,31.0,0,0,1,10
115,92,31,178.4,88.3,35.2,44.0,0,0,1,10
74,55,16,45.4,18.6,12.5,14.0,1,0,0,8
119,93,28,222.6,103.5,48.8,61.0,1,0,0,12
120,95,30,226.0,115.0,39.2,61.0,1,0,0,9
90,70,24,93.6,40.1,21.3,26.5,0,1,0,8
115,90,24,191.7,89.4,33.8,55.0,1,0,0,12
109,84,35,150.8,51.2,35.5,55.0,1,0,0,10
105,81,29,139.3,60.9,30.7,42.0,0,1,0,8
130,118,44,332.4,154.0,75.6,87.0,1,0,0,11
111,87,33,194.0,67.2,46.3,59.0,1,0,0,17
104,80,26,116.5,46.6,27.3,36.0,0,1,0,10
90,73,25,92.4,42.7,19.7,26.3,0,1,0,8
60,43,10,23.7,9.6,4.5,8.4,0,1,0,4
105,81,26,143.7,65.3,39.5,35.0,0,0,1,8
94,78,30,127.1,43.7,17.7,51.0,0,0,1,9
110,81,30,135.1,60.3,29.3,42.0,0,1,0,10
91,73,27,88.2,30.3,23.3,29.0,0,1,0,9
31,23,5,4.8,1.8,1.0,1.5,0,0,1,5
129,104,34,239.4,105.2,58.5,63.4,1,0,0,11
95,70,24,98.1,40.7,26.0,27.0,0,1,0,7
135,105,35,280.4,96.6,64.1,93.0,0,0,1,16
85,60,19,70.3,28.2,15.5,24.0,0,1,0,8
79,59,19,44.9,15.6,10.8,16.0,1,0,0,10
85,65,27,76.4,29.3,15.8,28.0,1,0,0,12
78,58,20,44.5,19.0,9.3,14.6,0,1,0,7
86,69,23,85.9,42.4,21.6,21.8,0,1,0,8
104,80,22,119.4,58.7,23.1,32.0,0,1,0,8
126,100,34,262.7,111.9,53.4,80.0,1,0,0,20
127,99,30,216.2,96.5,48.4,62.0,0,0,1,11
56,42,11,21.2,8.3,5.3,6.2,0,1,0,5
108,84,27,161.5,69.7,35.9,47.0,0,0,1,11
127,100,33,254.6,130.7,42.6,73.0,0,0,1,12
112,88,32,222.3,100.7,55.7,52.0,0,0,1,10
80,58,22,65.8,37.6,9.1,16.5,0,1,0,6
145,120,40,347.4,139.4,71.7,119.0,1,0,0,11
89,66,22,71.6,30.5,13.4,23.7,0,1,0,8
144,113,36,343.8,169.3,81.4,77.5,1,0,0,11
97,72,26,108.3,51.9,19.2,32.0,0,0,1,10
115,90,26,162.9,80.6,34.3,42.6,0,1,0,10
93,74,22,89.0,32.7,19.2,33.2,0,1,0,7
132,102,33,327.5,153.7,70.9,78.5,0,0,1,14
126,103,31,251.8,82.1,39.4,82.0,0,0,1,13
92,70,23,92.0,40.5,22.3,23.3,1,0,0,6
119,94,29,198.2,80.7,30.1,68.0,0,0,1,16
98,79,28,109.8,44.3,25.5,30.0,0,0,1,11
125,103,36,269.7,105.1,50.4,78.5,1,0,0,14
114,88,24,160.6,76.4,30.5,46.8,1,0,0,9
76,57,19,48.6,17.9,13.3,15.0,0,1,0,7
83,64,23,60.9,24.3,14.7,18.8,0,1,0,7
103,80,25,123.0,57.3,24.6,35.3,1,0,0,8
99,80,24,132.1,52.1,32.2,38.0,0,0,1,15
116,90,35,213.6,85.0,40.6,64.0,0,0,1,13
86,66,19,68.0,26.3,17.0,22.4,0,0,1,14
108,84,26,150.1,73.6,33.5,36.9,1,0,0,9
66,51,17,33.1,12.6,7.8,12.0,0,1,0,8
116,91,32,184.3,62.4,39.2,60.0,1,0,0,17
96,73,24,120.3,62.4,23.4,28.0,0,0,1,7
85,62,18,60.2,27.7,13.0,16.0,0,1,0,7
127,102,37,261.6,108.8,63.6,75.4,0,0,1,8
132,106,36,303.5,155.3,60.4,80.2,1,0,0,10
90,71,21,88.9,39.4,18.6,26.7,0,1,0,8
122,96,35,213.5,78.2,43.2,84.0,1,0,0,15
108,87,35,178.4,64.4,34.8,67.0,1,0,0,13
120,99,33,248.3,97.0,55.5,68.0,0,0,1,15
130,100,28,247.6,123.3,47.1,64.0,0,0,1,8
145,114,38,510.0,214.1,96.6,145.0,0,0,1,14
147,111,44,466.6,247.9,72.9,123.9,0,0,1,12
139,108,39,338.2,153.6,72.6,95.1,0,0,1,11
55,44,16,27.3,11.3,5.7,8.4,0,1,0,6
108,85,26,144.1,59.1,33.8,45.0,0,1,0,10
97,74,28,101.3,48.5,17.6,29.3,0,1,0,8
100,76,31,133.5,54.9,31.2,36.0,0,1,0,12
107,84,32,149.3,69.6,30.3,43.7,0,0,1,10
113,91,30,195.9,88.8,41.0,55.0,0,0,1,8
94,75,25,112.3,50.4,27.4,36.0,1,0,0,10
125,94,34,233.3,92.1,51.3,78.9,0,0,1,11
133,111,39,287.7,116.2,70.8,72.0,1,0,0,17
129,97,30,244.3,113.9,54.7,66.0,0,0,1,9
88,64,21,77.5,35.1,14.8,24.0,0,1,0,9
103,80,25,191.0,68.2,50.7,52.0,0,0,1,13
109,86,32,168.8,78.9,37.1,46.2,1,0,0,9
124,100,30,258.6,119.2,62.7,70.8,1,0,0,10
114,90,28,159.0,67.7,29.6,49.0,0,0,1,9
127,96,47,212.8,82.6,45.6,72.0,0,0,1,16
148,107,37,330.0,146.8,90.1,67.0,0,0,1,13
113,89,31,165.2,68.2,41.1,49.5,1,0,0,10
101,76,27,107.7,52.9,19.0,33.0,0,1,0,9
109,84,25,143.4,71.6,22.4,44.0,0,1,0,8
43,34,11,12.1,4.1,2.8,4.0,0,1,0,6
110,87,32,181.2,68.4,43.8,59.0,0,0,1,13
86,68,20,68.1,27.9,13.3,24.0,0,1,0,8
105,86,33,172.9,75.2,38.9,50.3,0,0,1,16
55,40,13,23.3,11.3,2.6,7.0,0,1,0,7
78,57,20,56.2,25.5,12.4,15.4,0,1,0,7
130,103,39,280.1,103.9,72.0,88.0,1,0,0,13
120,96,33,226.9,90.7,54.0,67.0,1,0,0,10
110,90,30,175.0,72.4,35.1,55.3,1,0,0,10
100,75,23,118.9,37.0,29.6,38.0,1,0,0,11
96,70,27,109.3,54.7,19.9,31.6,0,1,0,8
70,51,13,35.8,14.1,7.7,12.0,0,0,1,10
95,76,24,88.2,35.7,17.7,30.1,0,1,0,8
112,88,34,188.9,70.9,43.5,60.0,0,1,0,12
122,96,33,248.7,111.5,53.5,74.4,0,0,1,8
127,102,31,231.2,85.6,57.8,63.0,0,0,1,18
125,98,31,266.0,133.5,51.8,66.0,1,0,0,10
77,58,18,52.3,22.2,11.9,14.9,0,1,0,9
109,85,28,162.9,61.0,46.2,48.8,0,1,0,10
131,104,33,281.9,117.2,58.2,81.0,0,0,1,9
142,110,40,380.9,176.4,88.0,100.0,0,0,1,13
102,76,26,116.8,44.8,27.1,37.0,1,0,0,13
100,77,29,152.3,49.2,39.0,40.8,0,0,1,14
129,102,32,236.7,111.2,47.7,69.0,0,0,1,11
84,66,25,92.6,37.2,22.0,29.0,1,0,0,10
101,77,25,119.2,49.0,19.4,42.0,0,1,0,9
98,75,23,111.4,45.5,26.7,35.3,0,1,0,8
110,83,27,152.7,63.6,42.0,40.0,1,0,0,9
